cycle,stage,syn0r,syn0i,syn1r,syn1i,syn2r,syn2i,found
1440,8,0,0,0,0,0,0,0
1441,8,0,0,0,0,0,0,0
1442,8,0,0,0,0,0,0,0
1443,8,0,0,0,0,0,0,0
1444,8,0,0,0,0,0,0,0
1445,8,0,0,0,0,0,0,0
1446,8,0,0,0,0,0,0,0
1447,8,0,0,0,0,0,0,0
1448,8,0,0,0,0,0,0,0
1449,8,0,0,0,0,0,0,0
1450,8,0,0,0,0,0,0,0
1451,8,0,0,0,0,0,0,0
1452,8,0,0,0,0,0,0,0
1453,8,0,0,0,0,0,0,0
1454,8,0,0,0,0,0,0,0
1455,8,0,0,0,0,0,0,0
1456,8,0,0,0,0,0,0,0
1457,8,0,0,0,0,0,0,0
1458,8,0,0,0,0,0,0,0
1459,8,0,0,0,0,0,0,0
1460,8,0,0,0,0,0,0,0
1461,8,0,0,0,0,0,0,0
1462,8,0,0,0,0,0,0,0
1463,8,0,0,0,0,0,0,0
1464,8,0,0,0,0,0,0,0
1465,8,0,0,0,0,0,0,0
1466,8,0,0,0,0,0,0,0
1467,8,0,0,0,0,0,0,0
1468,8,0,0,0,0,0,0,0
1469,8,0,0,0,0,0,0,0
1470,8,0,0,0,0,0,0,0
1471,8,0,0,0,0,0,0,0
1472,8,0,0,0,0,0,0,0
1473,8,0,0,0,0,0,0,0
1474,8,0,0,0,0,0,0,0
1475,8,0,0,0,0,0,0,0
1476,8,0,0,0,0,0,0,0
1477,8,0,0,0,0,0,0,0
1478,8,0,0,0,0,0,0,0
1479,8,0,0,0,0,0,0,0
1480,8,0,0,0,0,0,0,0
1481,8,0,0,0,0,0,0,0
1482,8,0,0,0,0,0,0,0
1483,8,0,0,0,0,0,0,0
1484,8,0,0,0,0,0,0,0
1485,8,0,0,0,0,0,0,0
1486,8,0,0,0,0,0,0,0
1487,8,0,0,0,0,0,0,0
1488,8,0,0,0,0,0,0,0
1489,8,0,0,0,0,0,0,0
1490,8,0,0,0,0,0,0,0
1491,8,0,0,0,0,0,0,0
1492,8,0,0,0,0,0,0,0
1493,8,0,0,0,0,0,0,0
1494,8,0,0,0,0,0,0,0
1495,8,0,0,0,0,0,0,0
1496,8,0,0,0,0,0,0,0
1497,8,0,0,0,0,0,0,0
1498,8,0,0,0,0,0,0,0
1499,8,0,0,0,0,0,0,0
1500,8,0,0,0,0,0,0,0
1501,8,0,0,0,0,0,0,0
1502,8,0,0,0,0,0,0,0
1503,8,0,0,0,0,0,0,0
1504,8,0,0,0,0,0,0,0
1505,8,0,0,0,0,0,0,0
1506,8,0,0,0,0,0,0,0
1507,8,0,0,0,0,0,0,0
1508,8,0,0,0,0,0,0,0
1509,8,0,0,0,0,0,0,0
1510,8,0,0,0,0,0,0,0
1511,8,0,0,0,0,0,0,0
1512,8,0,0,0,0,0,0,0
1513,8,0,0,0,0,0,0,0
1514,8,0,0,0,0,0,0,0
1515,8,0,0,0,0,0,0,0
1516,8,0,0,0,0,0,0,0
1517,8,0,0,0,0,0,0,0
1518,8,0,0,0,0,0,0,0
1519,8,0,0,0,0,0,0,0
1520,8,0,0,0,0,0,0,0
1521,8,0,0,0,0,0,0,0
1522,8,0,0,0,0,0,0,0
1523,8,0,0,0,0,0,0,0
1524,8,0,0,0,0,0,0,0
1525,8,0,0,0,0,0,0,0
1526,8,0,0,0,0,0,0,0
1527,8,0,0,0,0,0,0,0
1528,8,0,0,0,0,0,0,0
1529,8,0,0,0,0,0,0,0
1530,8,0,0,0,0,0,0,0
1531,8,0,0,0,0,0,0,0
1532,8,0,0,0,0,0,0,0
1533,8,0,0,0,0,0,0,0
1534,8,0,0,0,0,0,0,0
1535,8,0,0,0,0,0,0,0
1536,8,0,0,0,0,0,0,0
1537,8,0,0,0,0,0,0,0
1538,8,0,0,0,0,0,0,0
1539,8,0,0,0,0,0,0,0
1540,8,0,0,0,0,0,0,0
1541,8,0,0,0,0,0,0,0
1542,8,0,0,0,0,0,0,0
1543,8,0,0,0,0,0,0,0
1544,8,0,0,0,0,0,0,0
1545,8,0,0,0,0,0,0,0
1546,8,0,0,0,0,0,0,0
1547,8,0,0,0,0,0,0,0
1548,8,0,0,0,0,0,0,0
1549,8,0,0,0,0,0,0,0
1550,8,0,0,0,0,0,0,0
1551,8,0,0,0,0,0,0,0
1552,8,0,0,0,0,0,0,0
1553,8,0,0,0,0,0,0,0
1554,8,0,0,0,0,0,0,0
1555,8,0,0,0,0,0,0,0
1556,8,0,0,0,0,0,0,0
1557,8,0,0,0,0,0,0,0
1558,8,0,0,0,0,0,0,0
1559,8,0,0,0,0,0,0,0
1560,8,0,0,0,0,0,0,0
1561,8,0,0,0,0,0,0,0
1562,8,0,0,0,0,0,0,0
1563,8,0,0,0,0,0,0,0
1564,8,0,0,0,0,0,0,0
1565,8,0,0,0,0,0,0,0
1566,8,0,0,0,0,0,0,0
1567,8,0,0,0,0,0,0,0
1568,8,0,0,0,0,0,0,0
1569,8,0,0,0,0,0,0,0
1570,8,-1,-1,-1,-1,-1,-1,0
1571,8,1,1,1,1,1,1,0
1572,8,-1,-1,-1,-1,-1,-1,0
1573,8,1,-2,1,-2,1,-2,0
1574,8,-4,-4,-4,-4,-4,-4,0
1575,8,1,1,1,1,1,1,0
1576,8,-1,-1,-1,-1,-1,-1,0
1577,8,0,-3,0,-3,0,-3,0
1578,8,-4,-4,-4,-4,-4,-4,0
1579,8,-1,-2,-1,-2,-1,-2,0
1580,8,-1,-1,-1,-1,-1,-1,0
1581,8,0,0,0,0,0,0,0
1582,8,-7,-7,-7,-7,-7,-7,0
1583,8,-1,-1,-1,-1,-1,-1,0
1584,8,-3,1,-3,1,-3,1,0
1585,8,-2,-2,-2,-2,-2,-2,0
1586,8,-3,-2,-3,-2,-3,-2,0
1587,8,2,-1,2,-1,2,-1,0
1588,8,-1,-1,-1,-1,-1,-1,0
1589,8,1,-3,1,-3,1,-3,0
1590,8,-5,-2,-5,-2,-5,-2,0
1591,8,1,1,1,1,1,1,0
1592,8,-2,1,-2,1,-2,1,0
1593,8,-1,-2,-1,-2,-1,-2,0
1594,8,-2,-2,-2,-2,-2,-2,0
1595,8,-1,0,-1,0,-1,0,0
1596,8,-3,0,-3,0,-3,0,0
1597,8,-1,-2,-1,-2,-1,-2,0
1598,8,-8,-8,-8,-8,-8,-8,0
1599,8,-1,-1,-1,-1,-1,-1,0
1600,8,-4,-1,-4,-1,-4,-1,0
1601,8,-1,-2,-1,-2,-1,-2,0
1602,8,-4,-4,-4,-4,-4,-4,0
1603,8,-1,-2,-1,-2,-1,-2,0
1604,8,-3,0,-3,0,-3,0,0
1605,8,-1,-2,-1,-2,-1,-2,0
1606,8,-4,-4,-4,-4,-4,-4,0
1607,8,0,0,0,0,0,0,0
1608,8,-2,1,-2,1,-2,1,0
1609,8,0,-1,0,-1,0,-1,0
1610,8,-5,-2,-5,-2,-5,-2,0
1611,8,0,0,0,0,0,0,0
1612,8,-3,0,-3,0,-3,0,0
1613,8,1,-2,1,-2,1,-2,0
1614,8,-6,-6,-6,-6,-6,-6,0
1615,8,-1,-1,-1,-1,-1,-1,0
1616,8,-3,0,-3,0,-3,0,0
1617,8,-2,-2,-2,-2,-2,-2,0
1618,8,-4,-3,-4,-3,-4,-3,0
1619,8,-2,-1,-2,-1,-2,-1,0
1620,8,-1,-3,-1,-3,-1,-3,0
1621,8,0,-3,0,-3,0,-3,0
1622,8,-7,-4,-7,-4,-7,-4,0
1623,8,-1,-1,-1,-1,-1,-1,0
1624,8,-3,-2,-3,-2,-3,-2,0
1625,8,0,-3,0,-3,0,-3,0
1626,8,-3,-3,-3,-3,-3,-3,0
1627,8,1,-3,1,-3,1,-3,0
1628,8,-2,1,-2,1,-2,1,0
1629,8,0,-4,0,-4,0,-4,0
1630,8,-6,-6,-6,-6,-6,-6,0
1631,8,0,0,0,0,0,0,0
1632,8,0,0,0,0,0,0,0
1633,8,0,0,0,0,0,0,0
1634,8,-5,-2,-5,-2,-5,-2,0
1635,8,-1,-1,-1,-1,-1,-1,0
1636,8,-4,-3,-4,-3,-4,-3,0
1637,8,-2,-3,-2,-3,-2,-3,0
1638,8,-4,-4,-4,-4,-4,-4,0
1639,8,0,0,0,0,0,0,0
1640,8,0,0,0,0,0,0,0
1641,8,0,0,0,0,0,0,0
1642,8,-4,-3,-4,-3,-4,-3,0
1643,8,1,-2,1,-2,1,-2,0
1644,8,-2,-1,-2,-1,-2,-1,0
1645,8,0,-4,0,-4,0,-4,0
1646,8,-7,-7,-7,-7,-7,-7,0
1647,8,-1,-1,-1,-1,-1,-1,0
1648,8,-1,-1,-1,-1,-1,-1,0
1649,8,1,-3,1,-3,1,-3,0
1650,8,-5,-1,-5,-1,-5,-1,0
1651,8,1,1,1,1,1,1,0
1652,8,-3,1,-3,1,-3,1,0
1653,8,-1,-2,-1,-2,-1,-2,0
1654,8,-5,-5,-5,-5,-5,-5,0
1655,8,-1,-1,-1,-1,-1,-1,0
1656,8,-3,0,-3,0,-3,0,0
1657,8,-1,-2,-1,-2,-1,-2,0
1658,8,-4,-4,-4,-4,-4,-4,0
1659,8,2,-1,2,-1,2,-1,0
1660,8,-4,-1,-4,-1,-4,-1,0
1661,8,1,-4,1,-4,1,-4,0
1662,8,-8,-5,-8,-5,-8,-5,0
1663,8,-3,0,-3,0,-3,0,0
1664,8,-3,-2,-3,-2,-3,-2,0
1665,8,-3,-3,-3,-3,-3,-3,0
1666,8,-3,-3,-3,-3,-3,-3,0
1667,8,-1,-1,-1,-1,-1,-1,0
1668,8,-2,-2,-2,-2,-2,-2,0
1669,8,-2,-3,-2,-3,-2,-3,0
1670,8,-6,-2,-6,-2,-6,-2,0
1671,8,-1,2,-1,2,-1,2,0
1672,8,-1,-1,-1,-1,-1,-1,0
1673,8,0,0,0,0,0,0,0
1674,8,-5,-1,-5,-1,-5,-1,0
1675,8,1,-2,1,-2,1,-2,0
1676,8,-3,-2,-3,-2,-3,-2,0
1677,8,-1,-5,-1,-5,-1,-5,0
1678,8,-7,-7,-7,-7,-7,-7,0
1679,8,-2,-2,-2,-2,-2,-2,0
1680,8,-2,-2,-2,-2,-2,-2,0
1681,8,0,-1,0,-1,0,-1,0
1682,8,-4,-4,-4,-4,-4,-4,0
1683,8,0,0,0,0,0,0,0
1684,8,-3,0,-3,0,-3,0,0
1685,8,1,-3,1,-3,1,-3,0
1686,8,-5,-4,-5,-4,-5,-4,0
1687,8,0,0,0,0,0,0,0
1688,8,-3,0,-3,0,-3,0,0
1689,8,0,-3,0,-3,0,-3,0
1690,8,-4,-1,-4,-1,-4,-1,0
1691,8,0,0,0,0,0,0,0
1692,8,-2,-1,-2,-1,-2,-1,0
1693,8,1,-7,1,-7,1,-7,0
1694,8,-11,-11,-11,-11,-11,-11,0
1695,8,-3,-3,-3,-3,-3,-3,0
1696,8,-2,-1,-2,-1,-2,-1,0
1697,8,-1,-1,-1,-1,-1,-1,0
1698,8,-3,-3,-3,-3,-3,-3,0
1699,8,0,-1,0,-1,0,-1,0
1700,8,-4,0,-4,0,-4,0,0
1701,8,-3,-3,-3,-3,-3,-3,0
1702,8,-7,-4,-7,-4,-7,-4,0
1703,8,-1,-1,-1,-1,-1,-1,0
1704,8,-1,-1,-1,-1,-1,-1,0
1705,8,0,0,0,0,0,0,0
1706,8,-4,-1,-4,-1,-4,-1,0
1707,8,0,0,0,0,0,0,0
1708,8,-2,-1,-2,-1,-2,-1,0
1709,8,-1,-4,-1,-4,-1,-4,0
1710,8,-6,-5,-6,-5,-6,-5,0
1711,8,0,0,0,0,0,0,0
1712,8,-4,-1,-4,-1,-4,-1,0
1713,8,-1,-1,-1,-1,-1,-1,0
1714,8,-3,0,-3,0,-3,0,0
1715,8,1,1,1,1,1,1,0
1716,8,0,0,0,0,0,0,0
1717,8,1,-3,1,-3,1,-3,0
1718,8,-7,-3,-7,-3,-7,-3,0
1719,8,-1,-1,-1,-1,-1,-1,0
1720,8,1,1,1,1,1,1,0
1721,8,1,-3,1,-3,1,-3,0
1722,8,-4,-3,-4,-3,-4,-3,0
1723,8,1,-2,1,-2,1,-2,0
1724,8,-1,-1,-1,-1,-1,-1,0
1725,8,1,-3,1,-3,1,-3,0
1726,8,-9,-6,-9,-6,-9,-6,0
1727,8,-1,-1,-1,-1,-1,-1,0
1728,8,-1,0,-1,0,-1,0,0
1729,8,0,-3,0,-3,0,-3,0
1730,8,-4,-1,-4,-1,-4,-1,0
1731,8,2,2,2,2,2,2,0
1732,8,-2,1,-2,1,-2,1,0
1733,8,1,-4,1,-4,1,-4,0
1734,8,-5,-5,-5,-5,-5,-5,0
1735,8,-1,-1,-1,-1,-1,-1,0
1736,8,-2,1,-2,1,-2,1,0
1737,8,0,0,0,0,0,0,0
1738,8,-4,-3,-4,-3,-4,-3,0
1739,8,1,0,1,0,1,0,0
1740,8,-1,-4,-1,-4,-1,-4,0
1741,8,1,-4,1,-4,1,-4,0
1742,8,-8,-5,-8,-5,-8,-5,0
1743,8,-2,-2,-2,-2,-2,-2,0
1744,8,-1,-1,-1,-1,-1,-1,0
1745,8,-2,-2,-2,-2,-2,-2,0
1746,8,-3,-3,-3,-3,-3,-3,0
1747,8,0,0,0,0,0,0,0
1748,8,-5,-1,-5,-1,-5,-1,0
1749,8,-1,-1,-1,-1,-1,-1,0
1750,8,-6,-3,-6,-3,-6,-3,0
1751,8,-2,-3,-2,-3,-2,-3,0
1752,8,0,0,0,0,0,0,0
1753,8,1,1,1,1,1,1,0
1754,8,-3,-3,-3,-3,-3,-3,0
1755,8,2,1,2,1,2,1,0
1756,8,-2,-2,-2,-2,-2,-2,0
1757,8,3,-6,3,-6,3,-6,0
1758,8,-10,-6,-10,-6,-10,-6,0
1759,8,-2,1,-2,1,-2,1,0
1760,8,-2,1,-2,1,-2,1,0
1761,8,-2,-2,-2,-2,-2,-2,0
1762,8,-5,-1,-5,-1,-5,-1,0
1763,8,0,0,0,0,0,0,0
1764,8,-1,-1,-1,-1,-1,-1,0
1765,8,-1,-1,-1,-1,-1,-1,0
1766,8,-6,-3,-6,-3,-6,-3,0
1767,8,-2,1,-2,1,-2,1,0
1768,8,-4,0,-4,0,-4,0,0
1769,8,-1,-1,-1,-1,-1,-1,0
1770,8,-2,-2,-2,-2,-2,-2,0
1771,8,1,1,1,1,1,1,0
1772,8,-2,-2,-2,-2,-2,-2,0
1773,8,1,-3,1,-3,1,-3,0
1774,8,-5,-5,-5,-5,-5,-5,0
1775,8,0,0,0,0,0,0,0
1776,8,-1,-1,-1,-1,-1,-1,0
1777,8,-1,-1,-1,-1,-1,-1,0
1778,8,-4,-3,-4,-3,-4,-3,0
1779,8,-1,-1,-1,-1,-1,-1,0
1780,8,0,-2,0,-2,0,-2,0
1781,8,0,-3,0,-3,0,-3,0
1782,8,-4,-4,-4,-4,-4,-4,0
1783,8,2,-1,2,-1,2,-1,0
1784,8,-2,-2,-2,-2,-2,-2,0
1785,8,0,-3,0,-3,0,-3,0
1786,8,-5,-1,-5,-1,-5,-1,0
1787,8,0,0,0,0,0,0,0
1788,8,0,1,0,1,0,1,0
1789,8,1,-3,1,-3,1,-3,0
1790,8,-9,-8,-9,-8,-9,-8,0
1791,8,-2,-2,-2,-2,-2,-2,0
1792,8,-1,-1,-1,-1,-1,-1,0
1793,8,0,-1,0,-1,0,-1,0
1794,8,-5,-2,-5,-2,-5,-2,0
1795,8,-1,-2,-1,-2,-1,-2,0
1796,8,-3,0,-3,0,-3,0,0
1797,8,-1,-2,-1,-2,-1,-2,0
1798,8,-5,-4,-5,-4,-5,-4,0
1799,8,-1,0,-1,0,-1,0,0
1800,8,-4,-1,-4,-1,-4,-1,0
1801,8,0,-1,0,-1,0,-1,0
1802,8,-4,-1,-4,-1,-4,-1,0
1803,8,0,0,0,0,0,0,0
1804,8,-1,-1,-1,-1,-1,-1,0
1805,8,1,-5,1,-5,1,-5,0
1806,8,-7,-4,-7,-4,-7,-4,0
1807,8,1,0,1,0,1,0,0
1808,8,-1,-1,-1,-1,-1,-1,0
1809,8,0,-4,0,-4,0,-4,0
1810,8,-4,-1,-4,-1,-4,-1,0
1811,8,1,-2,1,-2,1,-2,0
1812,8,-3,-2,-3,-2,-3,-2,0
1813,8,0,-4,0,-4,0,-4,0
1814,8,-5,-4,-5,-4,-5,-4,0
1815,8,0,0,0,0,0,0,0
1816,8,-3,0,-3,0,-3,0,0
1817,8,-1,-2,-1,-2,-1,-2,0
1818,8,-4,-3,-4,-3,-4,-3,0
1819,8,1,-2,1,-2,1,-2,0
1820,8,-1,0,-1,0,-1,0,0
1821,8,2,-5,2,-5,2,-5,0
1822,8,0,0,0,0,0,0,0
1823,8,0,0,0,0,0,0,0
1824,8,0,0,0,0,0,0,0
1825,8,0,0,0,0,0,0,0
1826,8,0,0,0,0,0,0,0
1827,8,0,0,0,0,0,0,0
1828,8,0,0,0,0,0,0,0
1829,8,0,0,0,0,0,0,0
1830,8,0,0,0,0,0,0,0
1831,8,0,0,0,0,0,0,0
1832,8,0,0,0,0,0,0,0
1833,8,0,0,0,0,0,0,0
1834,8,0,0,0,0,0,0,0
1835,8,0,0,0,0,0,0,0
1836,8,0,0,0,0,0,0,0
1837,8,0,0,0,0,0,0,0
1838,8,0,0,0,0,0,0,0
1839,8,0,0,0,0,0,0,0
1840,8,0,0,0,0,0,0,0
1841,8,0,0,0,0,0,0,0
1842,8,0,0,0,0,0,0,0
1843,8,0,0,0,0,0,0,0
1844,8,0,0,0,0,0,0,0
1845,8,0,0,0,0,0,0,0
1846,8,0,0,0,0,0,0,0
1847,8,0,0,0,0,0,0,0
1848,8,0,0,0,0,0,0,0
1849,8,0,0,0,0,0,0,0
1850,8,0,0,0,0,0,0,0
1851,8,0,0,0,0,0,0,0
1852,8,0,0,0,0,0,0,0
1853,8,0,0,0,0,0,0,0
1854,8,0,0,0,0,0,0,0
1855,8,0,0,0,0,0,0,0
1856,8,0,0,0,0,0,0,0
1857,8,0,0,0,0,0,0,0
1858,8,0,0,0,0,0,0,0
1859,8,0,0,0,0,0,0,0
1860,8,0,0,0,0,0,0,0
1861,8,0,0,0,0,0,0,0
1862,8,0,0,0,0,0,0,0
1863,8,0,0,0,0,0,0,0
1864,8,0,0,0,0,0,0,0
1865,8,0,0,0,0,0,0,0
1866,8,0,0,0,0,0,0,0
1867,8,0,0,0,0,0,0,0
1868,8,0,0,0,0,0,0,0
1869,8,0,0,0,0,0,0,0
1870,8,0,0,0,0,0,0,0
1871,8,0,0,0,0,0,0,0
1872,8,0,0,0,0,0,0,0
1873,8,0,0,0,0,0,0,0
1874,8,0,0,0,0,0,0,0
1875,8,0,0,0,0,0,0,0
1876,8,0,0,0,0,0,0,0
1877,8,0,0,0,0,0,0,0
1878,8,0,0,0,0,0,0,0
1879,8,0,0,0,0,0,0,0
1880,8,0,0,0,0,0,0,0
1881,8,0,0,0,0,0,0,0
1882,8,0,0,0,0,0,0,0
1883,8,0,0,0,0,0,0,0
1884,8,0,0,0,0,0,0,0
1885,8,0,0,0,0,0,0,0
1886,8,0,0,0,0,0,0,0
1887,8,0,0,0,0,0,0,0
1888,8,0,0,0,0,0,0,0
1889,8,0,0,0,0,0,0,0
1890,8,0,0,0,0,0,0,0
1891,8,0,0,0,0,0,0,0
1892,8,0,0,0,0,0,0,0
1893,8,0,0,0,0,0,0,0
1894,8,0,0,0,0,0,0,0
1895,8,0,0,0,0,0,0,0
1896,8,0,0,0,0,0,0,0
1897,8,0,0,0,0,0,0,0
1898,8,0,0,0,0,0,0,0
1899,8,0,0,0,0,0,0,0
1900,8,0,0,0,0,0,0,0
1901,8,0,0,0,0,0,0,0
1902,8,0,0,0,0,0,0,0
1903,8,0,0,0,0,0,0,0
1904,8,0,0,0,0,0,0,0
1905,8,0,0,0,0,0,0,0
1906,8,0,0,0,0,0,0,0
1907,8,0,0,0,0,0,0,0
1908,8,0,0,0,0,0,0,0
1909,8,0,0,0,0,0,0,0
1910,8,0,0,0,0,0,0,0
1911,8,0,0,0,0,0,0,0
1912,8,0,0,0,0,0,0,0
1913,8,0,0,0,0,0,0,0
1914,8,0,0,0,0,0,0,0
1915,8,0,0,0,0,0,0,0
1916,8,0,0,0,0,0,0,0
1917,8,0,0,0,0,0,0,0
1918,8,0,0,0,0,0,0,0
1919,8,0,0,0,0,0,0,0
1920,8,0,0,0,0,0,0,0
1921,8,0,0,0,0,0,0,0
1922,8,0,0,0,0,0,0,0
1923,8,0,0,0,0,0,0,0
1924,8,0,0,0,0,0,0,0
1925,8,0,0,0,0,0,0,0
1926,8,0,0,0,0,0,0,0
1927,8,0,0,0,0,0,0,0
1928,8,0,0,0,0,0,0,0
1929,8,0,0,0,0,0,0,0
1930,8,0,0,0,0,0,0,0
1931,8,0,0,0,0,0,0,0
1932,8,0,0,0,0,0,0,0
1933,8,0,0,0,0,0,0,0
1934,8,0,0,0,0,0,0,0
1935,8,0,0,0,0,0,0,0
1936,8,0,0,0,0,0,0,0
1937,8,0,0,0,0,0,0,0
1938,8,0,0,0,0,0,0,0
1939,8,0,0,0,0,0,0,0
1940,8,0,0,0,0,0,0,0
1941,8,0,0,0,0,0,0,0
1942,8,0,0,0,0,0,0,0
1943,8,0,0,0,0,0,0,0
1944,8,0,0,0,0,0,0,0
1945,8,0,0,0,0,0,0,0
1946,8,0,0,0,0,0,0,0
1947,8,0,0,0,0,0,0,0
1948,8,0,0,0,0,0,0,0
1949,8,0,0,0,0,0,0,0
1950,8,0,0,0,0,0,0,0
1951,8,0,0,0,0,0,0,0
1952,8,0,0,0,0,0,0,0
1953,8,0,0,0,0,0,0,0
1954,8,0,0,0,0,0,0,0
1955,8,0,0,0,0,0,0,0
1956,8,0,0,0,0,0,0,0
1957,8,0,0,0,0,0,0,0
1958,8,0,0,0,0,0,0,0
1959,8,0,0,0,0,0,0,0
1960,8,0,0,0,0,0,0,0
1961,8,0,0,0,0,0,0,0
1962,8,0,0,0,0,0,0,0
1963,8,0,0,0,0,0,0,0
1964,8,0,0,0,0,0,0,0
1965,8,0,0,0,0,0,0,0
1966,8,0,0,0,0,0,0,0
1967,8,0,0,0,0,0,0,0
1968,8,0,0,0,0,0,0,0
1969,8,0,0,0,0,0,0,0
1970,8,0,0,0,0,0,0,0
1971,8,0,0,0,0,0,0,0
1972,8,0,0,0,0,0,0,0
1973,8,0,0,0,0,0,0,0
1974,8,0,0,0,0,0,0,0
1975,8,0,0,0,0,0,0,0
1976,8,0,0,0,0,0,0,0
1977,8,0,0,0,0,0,0,0
1978,8,0,0,0,0,0,0,0
1979,8,0,0,0,0,0,0,0
1980,8,0,0,0,0,0,0,0
1981,8,0,0,0,0,0,0,0
1982,8,0,0,0,0,0,0,0
1983,8,0,0,0,0,0,0,0
1984,8,0,0,0,0,0,0,0
1985,8,0,0,0,0,0,0,0
1986,8,0,0,0,0,0,0,0
1987,8,0,0,0,0,0,0,0
1988,8,0,0,0,0,0,0,0
1989,8,0,0,0,0,0,0,0
1990,8,0,0,0,0,0,0,0
1991,8,0,0,0,0,0,0,0
1992,8,0,0,0,0,0,0,0
1993,8,0,0,0,0,0,0,0
1994,8,0,0,0,0,0,0,0
1995,8,0,0,0,0,0,0,0
1996,8,0,0,0,0,0,0,0
1997,8,0,0,0,0,0,0,0
1998,8,0,0,0,0,0,0,0
1999,8,0,0,0,0,0,0,0
2000,8,0,0,0,0,0,0,0
2001,8,0,0,0,0,0,0,0
2002,8,0,0,0,0,0,0,0
2003,8,0,0,0,0,0,0,0
2004,8,0,0,0,0,0,0,0
2005,8,0,0,0,0,0,0,0
2006,8,0,0,0,0,0,0,0
2007,8,0,0,0,0,0,0,0
2008,8,0,0,0,0,0,0,0
2009,8,0,0,0,0,0,0,0
2010,8,0,0,0,0,0,0,0
2011,8,0,0,0,0,0,0,0
2012,8,0,0,0,0,0,0,0
2013,8,0,0,0,0,0,0,0
2014,8,0,0,0,0,0,0,0
2015,8,0,0,0,0,0,0,0
2016,8,0,0,0,0,0,0,0
2017,8,0,0,0,0,0,0,0
2018,8,0,0,0,0,0,0,0
2019,8,0,0,0,0,0,0,0
2020,8,0,0,0,0,0,0,0
2021,8,0,0,0,0,0,0,0
2022,8,0,0,0,0,0,0,0
2023,8,0,0,0,0,0,0,0
2024,8,0,0,0,0,0,0,0
2025,8,0,0,0,0,0,0,0
2026,8,0,0,0,0,0,0,0
2027,8,0,0,0,0,0,0,0
2028,8,0,0,0,0,0,0,0
2029,8,0,0,0,0,0,0,0
2030,8,0,0,0,0,0,0,0
2031,8,0,0,0,0,0,0,0
2032,8,0,0,0,0,0,0,0
2033,8,0,0,0,0,0,0,0
2034,8,0,0,0,0,0,0,0
2035,8,0,0,0,0,0,0,0
2036,8,0,0,0,0,0,0,0
2037,8,0,0,0,0,0,0,0
2038,8,0,0,0,0,0,0,0
2039,8,0,0,0,0,0,0,0
2040,8,0,0,0,0,0,0,0
2041,8,0,0,0,0,0,0,0
2042,8,0,0,0,0,0,0,0
2043,8,0,0,0,0,0,0,0
2044,8,0,0,0,0,0,0,0
2045,8,0,0,0,0,0,0,0
2046,8,0,0,0,0,0,0,0
2047,8,0,0,0,0,0,0,0
2048,8,0,0,0,0,0,0,0
2049,8,0,0,0,0,0,0,0
2050,8,0,0,0,0,0,0,0
2051,8,0,0,0,0,0,0,0
2052,8,0,0,0,0,0,0,0
2053,8,0,0,0,0,0,0,0
2054,8,0,0,0,0,0,0,0
2055,8,0,0,0,0,0,0,0
2056,8,0,0,0,0,0,0,0
2057,8,0,0,0,0,0,0,0
2058,8,0,0,0,0,0,0,0
2059,8,0,0,0,0,0,0,0
2060,8,0,0,0,0,0,0,0
2061,8,0,0,0,0,0,0,0
2062,8,0,0,0,0,0,0,0
2063,8,0,0,0,0,0,0,0
2064,8,0,0,0,0,0,0,0
2065,8,0,0,0,0,0,0,0
2066,8,0,0,0,0,0,0,0
2067,8,0,0,0,0,0,0,0
2068,8,0,0,0,0,0,0,0
2069,8,0,0,0,0,0,0,0
2070,8,0,0,0,0,0,0,0
2071,8,0,0,0,0,0,0,0
2072,8,0,0,0,0,0,0,0
2073,8,0,0,0,0,0,0,0
2074,8,0,0,0,0,0,0,0
2075,8,0,0,0,0,0,0,0
2076,8,0,0,0,0,0,0,0
2077,8,0,0,0,0,0,0,0
2078,8,-9,-8,-8,-8,-8,-7,0
2079,8,-2,-1,-1,-1,-1,-1,0
2080,8,-3,-1,-2,-1,-2,0,0
2081,8,-2,-2,-1,-2,-1,-2,0
2082,8,-4,-2,-4,-2,-4,-2,0
2083,8,-1,1,-2,1,-1,1,0
2084,8,-3,-2,-3,-3,-3,-3,0
2085,8,-1,-3,-1,-3,-2,-3,0
2086,8,-6,-4,-5,-4,-5,-4,0
2087,8,-2,-1,-1,-1,0,-1,0
2088,8,-2,-1,-3,-1,-2,-1,0
2089,8,-1,-1,-2,-1,-1,-2,0
2090,8,-4,-3,-5,-3,-4,-3,0
2091,8,1,0,0,-1,0,-1,0
2092,8,-2,-1,-3,-1,-2,-2,0
2093,8,-1,-5,-1,-5,-1,-5,0
2094,8,-8,-5,-7,-5,-7,-6,0
2095,8,-2,0,-2,-1,-2,-1,0
2096,8,-2,0,-2,0,-2,0,0
2097,8,-1,-2,-1,-2,-1,-2,0
2098,8,-4,-2,-5,-2,-5,-1,0
2099,8,-1,1,0,1,0,1,0
2100,8,-2,-2,-2,-1,-2,-1,0
2101,8,0,-3,-1,-3,-1,-3,0
2102,8,-5,-5,-6,-5,-6,-5,0
2103,8,-1,0,-1,0,-1,0,0
2104,8,-3,0,-3,0,-3,0,0
2105,8,0,-1,-1,-2,-1,-2,0
2106,8,-4,-2,-3,-2,-5,-2,0
2107,8,1,0,1,0,0,-1,0
2108,8,-3,-1,-2,-1,-3,0,0
2109,8,2,-4,2,-4,0,-4,0
